CPU Low Jitter (ns)	CPU Medium Jitter (ns)	CPU High Jitter (ns)	CPU Medium & Memory Intensity(ns)	CPU High & Memory Intensity(ns)
947276	109819	3178532	8992811	5852067
5973553	119894	12828536	11064532	11010223
11014843	108717	10032189	8841704	10058656
9089498	109241	8992394	9001039	7208097
8904580	109657	10028643	11122221	27792190
3051564	99807	9028873	9942265	2813680
3952496	113965	10943748	7952411	10981298
10982602	137979	9125654	11942695	11136075
9014885	82358	9770516	8110397	7885353
137873	109566	8506433	10940091	10938444
6812049	106668	12615515	7999125	10110077
11137259	107686	6848816	11029539	9047465
8906851	114670	11001755	8956025	9820510
7014084	110633	9975854	10200658	9219621
1896843	100649	9370883	8733971	10969271
9140577	113687	9689088	11962142	8792356
7968802	146092	9086003	7167925	10072897
11029622	1256865	10904944	11964745	9999117
6832766	115041	8965329	7923446	9276401
11071812	109463	10022214	10978821	9637177
8175844	109833	8995862	9012034	9107712
11860727	117831	10875669	11014878	12095433
7157298	114027	9149631	8940104	8013361
10739738	109213	9894867	9012025	9966365
10107631	120792	10161185	12010453	10919728
639008	246935	8923908	7844653	7971528
5245149	120241	9903045	10265829	10987304
14092533	109067	10993769	8777377	8058207
7950490	109118	8047010	11125859	992821
7929133	109812	10963717	8814426	1558327
10035316	132472	9058436	9994945	626427
9055120	218287	10009624	10132560	1661458
12004847	62877	10009824	10042746	4949604
7281078	94016	9851953	8783728	948864
204575	107092	9054081	10065112	225321
9528041	107799	10975767	9106692	967248
8827020	108624	8036434	10903524	13773694
69537	109323	10931209	7925937	7227145
11129711	116967	8894112	12107210	10877168
7841901	116480	9340425	8040800	8989655
7945639	101628	10867510	9854346	10042926
141894	132617	9958046	11004339	9846154
9958923	106637	8826865	7991686	11197745
8882670	106919	10163189	11024161	8884462
11000822	107964	9787883	8894756	9064872
8062956	155665	9076312	8155648	10926061
193471	128420	10220378	9911257	8000519
9773612	442098	8855979	8936919	11905253
8988988	203739	10823385	11066863	7039834
209514	214442	8081457	8908162	12102663
9116188	209278	11934974	8986682	7967179
9748789	206219	9015773	13185992	10939467
9922704	499014	9302894	5822670	917879
9067067	118222	10758148	12030905	347674
9970169	118709	8967601	8996297	362325
10916441	50330	9983224	10002508	1777062
8127126	136845	9058388	306420	13804141
10853428	70729	10873723	4628971	7740863
7960916	122109	8123627	1047351	11102662
11127152	109744	11029784	435739	9822197
8870357	98386	8808780	8411128	13078210
11042304	108763	10154106	11021913	3904509
8380555	108546	10040564	10419923	10211041
10629471	109519	9817628	8948035	10768017
9044698	110332	9079267	9553391	8051726
10080008	239201	10982531	9028339	11064030
11013168	116836	7917994	10939471	7896786
6986831	53011	11070618	9081256	11051978
11913386	110882	10012543	10024303	7922923
8231305	107847	8034761	9100629	10062710
10662417	67156	10865289	10933119	11025949
10084943	113446	9963291	8926171	9066745
8925750	110679	9102915	11054701	8763870
10028918	110772	10021856	7875289	10823264
10063773	135917	8900096	10076340	9042330
8944096	121643	10991866	8912347	8887679
8877773	105561	7918232	10055677	10174943
9318136	106523	11115896	12057233	9983055
9795578	106986	9869601	6957654	9976570
8011419	107608	9049251	11942098	10132158
10024238	108020	10990776	6389930	8879929
9269099	112576	7912617	15561060	10972202
9636137	127346	11183282	4911808	8941104
9002914	72284	8959918	11233331	11341036
10017155	137384	10839138	8973005	6598884
9017475	104975	8146566	10880316	13116369
8899055	106051	10963510	8164632	6975760
9199591	107110	9257055	10963593	12126071
9854092	118649	9666661	9876052	7983668
10035042	98042	9923485	10105560	10771906
8868402	110412	9080163	8892759	9090857
10099347	114916	11084997	9008463	9985826
8057341	133537	9966093	10927081	10017097
10168230	108998	9905639	10104181	7875041
9719153	105313	7935262	8831006	9951039
10042981	124949	11029410	10146798	26006889
8973895	107478	9154567	9934838	2980539
10006477	108101	9925361	9949374	10971158
9988237	109193	10128546	9074596	10055417
9336328	98947	9791201	9881907	8974918
10618013	115553	9066187	10095609	7135043
9025994	80195	9918229	9044654	13196190
9140301	132492	9554030	9965162	9731101
10830837	116754	10549520	9839976	9036623
8327733	111053	7871597	9054543	26146831
10656026	109079	12094974	10998000	4047457
9009451	109953	7895984	8979765	11787609
10012693	112410	10045870	8918850	6918376
10016096	112004	9983581	235748	12114425
9469615	105626	9912565	923311	8997946
10485312	270833	9081402	421734	10906447
8352221	112870	10928889	3451861	9025142
10642293	107029	8984294	12930976	9935360
9033067	107401	9209787	9293273	8281975
8525003	110270	9710298	9865450	10676550
23662930	109087	11125656	9847000	9052960
5104708	110176	9086584	9016799	10078784
10684575	170464	8740964	9995848	9965592
7998712	110808	11120047	8968389	9977154
9969775	105663	8975057	10998291	9914762
8965100	106178	9089010	10101172	8172379
9019864	106886	10942334	1111655	10757177
10411661	108028	8967692	5769467	8046995
8673085	108817	10935848	11002945	12096630
9926462	111419	9189704	9920096	8102282
8336020	115248	8808656	9161464	10761332
10052692	447639	11139257	9961232	10112604
8965440	117944	8914135	9919571	9009284
9622511	116128	9852275	10141761	9784720
9129637	118914	10123781	9806154	9349361
9991000	59880	9000942	8121799	9722386
10061632	111999	9920751	11941496	9073228
8897880	286100	9049053	7910133	11880593
382856	42622	10964438	10127526	8159647
6603635	106104	9999159	9923667	9737490
12005847	106578	8965682	9060397	10553910
8945020	109523	10019973	10936791	8663028
9090366	97539	8985151	8944464	11806229
9921880	109347	10072302	10043784	8002871
8045746	110256	10135784	11027462	10147454
11034481	135410	9674582	7959514	8816041
6874445	149038	10068175	11006387	10044224
11009516	105470	8945191	8226656	10002065
7976161	112937	10043687	10702951	10070432
9998180	106941	8901993	10122689	8851334
8988011	107792	11003581	8917783	10907753
10090955	108643	8151941	10084553	8069707
7988434	111136	10873072	9737411	10982472
9882943	104149	10007350	9077128	9129649
8199840	110850	9079903	8896584	10816658
10120624	127332	9813917	11416018	10191144
9797418	105218	9190879	9748134	7872508
7911648	105863	9873177	7883815	9998926
11184988	109762	11014298	11130468	9969571
9858971	108429	303287	9824279	10445088
8521510	108606	6731185	10180932	9709178
9961193	484919	11891403	8802645	9011590
9966347	113210	976221	9944697	9863492
9650752	131212	4077397	10182097	9842705
9794562	110190	12910610	8881848	11041643
8016699	108311	8678198	10053674	7121097
10425896	109276	9439567	10016691	12020068
8740057	112825	1476071	8897495	8843915
10870947	149867	2591900	10117755	8960470
8316770	140043	1786159	9937977	11027585
10603055	106332	12957943	10119642	10152343
9008483	116205	8121759	8969829	10065523
10018946	109624	11034565	9856136	7773083
8140628	110300	8844951	10057797	10018557
10126850	111039	9978468	8897504	10973572
8911560	111631	9996345	11021596	1138501
9797730	136730	8233392	8047258	4783691
8565027	74674	11728428	9957150	1317160
9465466	123176	8243506	10966207	6635928
9948115	106528	10770052	9144169	14134352
8042363	456550	8208209	10969485	6946562
10062136	120860	11872844	7889508	11067225
9381309	144406	7925854	8497629	8838920
9532602	102721	10959708	29542972	11034002
9983399	104827	9015095	15059577	9084711
10061266	106330	10078162	6884412	8887198
8992159	106242	9929466	11005331	11013450
11000076	107559	8981805	8928259	4134248
7969022	109464	11063883	11002114	489774
10323550	108806	8016568	9083084	14580727
8914798	109996	12038411	9938378	7800228
9754937	149976	7894178	8966251	2134741
11033829	122052	9923510	11028648	7203946
8092070	109676	8998657	8924495	517865
10826512	130189	12006804	10095620	6142698
9013727	110213	12064127	8880718	13842265
10105952	109940	4884558	9968459	234039
8904964	111042	11069847	10134601	4932267
9268855	113821	10000845	9822578	12056361
9178503	496606	9900223	9097419	8860177
9574430	114589	196741	11021082	10057483
10054494	114914	1048594	7954367	10025949
8929030	108292	406427	11075891	8967982
10036803	112219	1715937	9830785	6892284
8361285	110363	13648274	9934945	13981122
9900607	134364	8007329	8214234	7965374
9143668	155931	11960104	11070126	10203127
9543336	39793	7939589	9002105	10699613
11091363	106239	10155774	9864818	7121400
7937795	106617	9796945	9984359	12007120
9972518	109344	8987047	9933902	10006902
8034156	109226	10064760	8976763	7939256
9384056	109199	10103988	11105404	16998685
8928882	110338	9962920	7884025	932968
8919369	158089	9895384	10984224	12972895
9340507	104158	9254641	9945019	8109088
10346401	105479	8708423	9122384	9905345
9106451	106050	11165257	9947497	10998385
9239401	534973	8857510	9888559	9090724
10069114	143217	9948181	9055410	8946102
9605789	125092	10012080	10014087	9922481
10031410	127107	8970876	10149725	9973722
9223126	64999	11184314	9769496	10001513
10053209	108236	8205073	9120601	10017727
9735781	114885	10785536	9956119	10992420
9965874	110613	8882371	8912860	7172260
9028791	110334	10078053	12204475	9829712
10970875	118300	10846405	6908168	11994695
9028883	267409	8140553	11855857	7134816
9950212	95221	10970207	9097837	11898570
57271	203949	8828835	8889250	9023526
6920256	206217	10179004	10122475	8878575
12004599	211742	8769676	9965641	11040610
8066485	199581	10980191	9998667	9066162
9959385	259788	9257365	10039534	8954313
11186829	204392	9773532	8957917	11077044
7798613	150834	8093215	10902646	7855196
11242718	148418	8998186	7903826	9975349
7979751	164400	11053292	11291978	1122489
8771125	236149	8948822	8839774	6937113
10090853	44317	8946438	10076523	9124538
9919755	108234	10979000	8967325	9989035
10050501	109045	10124035	10871140	8859227
9949302	109487	7905943	7998033	9038083
8985076	117136	10933933	11063225	10026124
10289586	126622	10069273	10013873	10021667
9720248	113566	9023934	8909751	1973265
8935126	177094	10092878	9025673	4860702
10055547	139161	9804411	10961042	11981693
10003173	133925	10002536	10979104	8192853
10069750	134181	8998943	7932888	10747136
8914149	135828	9048297	9987086	9177344
11042340	163483	10973547	9096389	9842620
7920095	117036	7890049	10898177	10117967
11011916	117894	11067190	9175544	8953768
9024864	148403	8020671	9829672	9928968
9916442	152887	10096092	9075803	9997700
10093156	146843	8731477	10303749	1177759
9888891	144627	9034007	666523	1080909
9084623	173572	11091959	7085498	2807421
10031138	95683	8912766	11059133	12962235
9889721	178268	7913108	9742572	8070012
9094639	345760	11194219	9183011	9903098
9332239	173517	7878293	9817078	8883830
10636458	618683	10017497	9097681	11077777
8968104	44329	8961881	9854068	9938699
11062361	140750	11155673	9012371	9001270
9017380	284104	8866026	10105034	10065024
9972351	301294	10003868	9969091	10018972
9930670	156840	9950744	12936806	9037517
8456160	140643	8967893	4971580	10776320
9869659	147197	10216219	13049006	8057118
10686698	143357	9806097	6955228	11111546
8968321	132608	8966383	11149128	8940417
10002754	183513	11131354	7841321	10022910
10944361	205131	8782362	13038270	9835789
7991850	165532	10127918	6904838	9078600
11130551	133107	9065287	12163753	10081840
8970141	132765	10946130	7925863	10010452
8897620	135652	9023724	9927764	9976117
11000037	192297	8838243	10095471	9914005
9107290	195553	10995046	8934379	9191599
9092469	508690	10033252	10979146	9970956
10752183	60223	10022415	9006765	9716432
9062583	48517	7963579	10053846	9047507
10066673	145206	10994488	10103352	9907357
8912076	83476	9224281	8788351	10115552
12988652	201170	9705188	10903013	8937384
5991129	157040	10046866	8247329	10025979
11013955	201858	4265780	10010250	9995338
9204024	160998	1129256	9919286	9917388
9757515	170760	700772	9064449	10131548
10021886	890084	1118931	10871997	8850548
10035771	341008	6784802	10031777	9965307
8966099	518766	1212511	8959795	9114153
11071630	90841	948912	9858535	10013051
7930248	83276	7765669	9123048	10956160
10016902	202900	4987607	10832551	8947151
11943855	55009	1972681	9007384	9098010
5979177	155932	13165138	9054808	10904585
11968049	154791	7967747	9979438	8003002
8108193	155922	9897485	10247503	2951773
10869326	157490	10269277	8665567	5021049
8084289	193957	8690566	11277229	11208615
8987026	303025	10934222	8724962	9811455
9888445	153461	8089445	10127564	8420291
9154434	173222	12107623	10958700	12462721
8888434	174852	7056367	1102733	8130243
10032923	222829	209257	1170127	9945940
9013333	204671	9502431	1733927	8953139
8337968	104734	10164296	13917542	10132375
10668439	174228	8894438	8013087	10107991
8873009	176926	10097657	10040716	10829254
9456264	175018	10793087	8839967	8013665
9582241	213580	322075	11162783	9887630
9029394	148443	6747861	8937649	10173962
8986215	168938	10146702	9999951	9742792
10018788	174962	10843912	8937937	9057354
8152542	165994	8918125	10988423	9979044
9915213	207326	8908729	9098130	9995153
9935855	122512	10205648	9958205	9911312
8014031	164927	8858247	8943061	9091587
10024270	170009	9018141	11073249	11193117
10033736	177330	11053584	8991656	8954545
7850848	177751	7930782	9854490	9836063
10046352	212882	10047150	9168802	9967535
9052488	791391	8981554	9803678	10043123
8921865	73388	10971994	11192717	7988680
9987938	113844	8088982	8921579	9213748
9040989	174628	9961690	9993334	8773274
8967765	67184	10910096	9977972	10954340
9554287	86762	9083759	8976338	8131042
9495057	169911	9813790	10020965	9994258
8060311	176542	9033723	8923025	8801204
890466	178532	10172448	10976389	10200799
7997572	226262	10883448	8197778	8902867
8963956	168797	9161811	10914197	10903571
11024080	173787	745061	8954877	9310192
8160050	174893	7093534	11019658	9787991
10874927	179222	10941014	9157560	9972322
8932140	220163	9010556	8813145	9987166
10369513	2504033	9177730	10833859	7918174
9625037	10510190	10909816	9122721	11907160
9221754	10987196	8930823	10014613	6181162
10345110	7994138	10940078	8955073	10882883
9416600	11058789	7962254	10024602	8903700
10088756	8059226	11132678	10843136	9990337
9083926	8958692	8929691	7990703	9960582
11978052	10067758	10051537	10063278	8091345
7931414	8945752	10091591	10289860	10869415
11129063	9981332	8910987	9750965	9116144
8067161	7925985	11068987	8968605	11035757
10815623	11090407	8872906	10940589	8142734
8961020	7947909	9906233	9038599	8769542
10378385	8957067	8946680	10109708	12186677
8777836	9359833	10082763	9867985	9097664
9829094	8711915	8920604	10126128	9888374
9020187	10997024	11056817	8900571	7867151
9079617	8867076	8979489	10941435	10962524
9945162	9147950	12137277	8097776	9031431
8876792	8169570	6875297	11005776	10984699
9009096	10751240	10955395	8865245	9090033
9465089	9918435	10055035	10189703	9916106
9634824	7117474	8907335	9909349	9093276
8978266	10187114	8973645	9836139	9849269
9973745	9854881	10971776	6183970	9057278
10112324	8969106	8997190	13012433	10016614
8934634	8894711	10093727	8733878	7943637
9018443	10009492	8869314	11071054	10897573
9221125	8041399	10243387	7785379	8029652
11842029	9920714	9725850	12182888	9973925
7016090	9064210	9086213	7972694	10123857
11868060	9967328	10994374	10065882	8945141
8091666	9037561	8950685	9950838	8949183
10016633	8849872	9995480	10036414	8202252
8916481	9069216	11089308	8949320	11817939
8979619	8944075	7820626	11043621	7911884
9011861	9989130	10022611	8035778	10964192
9929547	8993307	10006274	12127200	9014302
8126037	10257125	9156366	7818033	10075151
9855476	8745078	11928354	9012063	9815405
11066765	10067041	8041592	11031846	9039055
8108659	8092323	8875556	9898694	8174508
7817323	9839860	9403083	8918989	10928400
4978532	8948836	9586852	10123366	8917873
3097885	9088720	9911686	9939229	8835322
10922726	8901643	10087701	8894262	10125474
10087655	10028913	8943189	10191173	9045426
6951102	8125074	9006513	9912428	5916946
11977081	10927890	9022873	10023578	14047191
7048644	8002475	9985907	9857378	6894390
11020416	9896660	3999147	8038718	9959452
7931508	9111987	2940746	10236444	11220586
9958855	9083289	12151626	10795308	7759720
8951342	9895526	7849708	8098609	11121085
9330424	9110168	9037878	9987159	9024758
9741189	9845701	7989264	9918248	7037080
9002425	10007351	10944768	10006169	14783297
8300357	10009177	9050658	8928928	7031142
9765345	8967848	9960666	10027405	10197139
9394416	9978093	9147514	10940749	24999776
9473776	10018604	9868060	8111582	3860959
10013561	11046954	10289058	9862315	11043100
7987401	7983141	10728113	11136127	5950807
9975110	9922895	7984045	9885361	12807548
9163720	9235794	424887	8135235	8025161
9201139	9837920	669349	10959629	10987189
9579207	8958982	4958135	8885418	9023910
8179860	9009392	27938491	23053986	9114752
10861672	9482424	3061838	5936787	11163996
8287529	9471988	10959374	11163711	7708022
9763317	10052354	9963752	7895732	9913734
9092694	10144863	8011563	11004385	9108486
9875654	7157102	10092887	7981023	10054959
8406381	9577872	8874238	9163309	9886883
9855661	10031423	10077105	9876175	9149013
9772321	8043514	8178772	9906444	9917439
8900996	8958807	9658973	9042256	10017829
9039853	13272908	9358777	10937361	8964807
9043681	6833127	9699841	9006340	10029319
9900401	9954789	9984782	9032912	8804147
9017169	4036579	9183548	10974164	10081778
8996848	2014441	10026234	8105123	9062623
10052069	11955356	9829581	10875924	11066527
7995428	8228301	8912167	8306449	8934447
2280852	9774402	8969399	11680714	9803490
688149	8930398	10008477	8044603	9068766
170557	10034155	9058530	10916350	12157177
377763	7928714	9941423	9058665	6819023
453322	10299683	9087166	10358104	11051871
10316679	8817768	8929220	9612483	9915445
10655712	9948951	9995897	8897836	8233269
7971704	8308905	8014714	10069934	10814875
132816	9593080	10161686	9916026	8095440
6987997	9383664	8810578	9245528	9851448
12189612	10923770	9962418	10229127	8963211
7693923	7807578	8989063	9663946	10082843
9957429	9897924	9048169	10986753	9110132
8339479	9065443	8991267	7911959	9856317
10730226	8931350	9998744	10206585	9976760
7985656	9530821	8962360	10842449	9002993
10057169	8788936	8958863	8935570	9971102
9079186	10693466	10015974	9201715	10926186
9854118	7997991	8342197	10086819	8131208
8014826	182401	9689111	9743382	10179106
11032135	259708	9411776	10235550	9893407
9187139	4646829	9543201	8680429	8867867
9760021	15020990	8625075	9973537	8949025
11121918	6018608	9493836	11128500	10142451
8057345	9909995	9880424	7856168	8954832
10213707	6004872	8028074	10196843	9892303
10653030	226971	10247580	10260361	8977131
10102751	11873616	9859555	9559911	1084717
10005257	8005836	7887640	9960766	1002109
7787774	9224502	10265480	8309957	2862556
9118644	10532565	8782114	10719257	13010499
10915693	7569060	9928165	9328824	7066323
9031729	10562259	10077351	3722266	9931396
8989249	6024657	7913582	3973017	8050346
9967427	166129	9960463	10926851	10848740
9979891	59294	9048611	10133210	9177165
8009581	153981	9143004	9115857	9963109
10013906	151243	9813982	10830579	8890270
9240473	146922	3346736	6906853	8974440
9063101	167393	194030	14063763	10249826
9717092	133470	1622775	6992955	8726881
8994002	109451	11862965	10192230	9083950
9928929	110089	8117800	9792408	9828575
8145000	140533	9911187	9924387	8134852
10136215	116367	9971156	8970690	9866830
9089339	115196	8051474	10030588	9091360
9608375	114581	12108417	10031751	8996362
11269878	144462	6802785	9230154	10155362
6811767	120277	10153217	9848015	8826246
10988710	108933	9914732	9951441	8909770
9052587	109833	8939325	8994292	9198551
9203649	110938	10015721	9986852	10935276
9820056	116480	10968289	9972446	6843210
7919380	116406	8090479	9363653	12100319
11080891	114992	11005873	10605180	7002968
10033611	146006	8909725	8969774	9961839
6903908	70386	10028430	10004003	9948488
12029199	223872	8971460	9162157	7986480
9030433	125015	10025916	8851853	9898631
8923427	123827	9003792	10984008	9233444
10392859	122219	9962862	7457289	9912851
4587355	126346	8973741	12643302	8893634
1938657	118205	9090081	8917580	9205189
13125122	134028	9960891	10159688	9894468
8088754	127223	8208667	9788197	8097943
9873337	109747	10974945	9141616	10884148
8855456	109447	8031825	7893248	8047002
10094922	113394	10768342	9979733	10021183
9231073	112993	9120873	8327982	5954627
10735244	114666	11014077	10598262	14130039
9071485	148030	7897501	8052512	6859636
8941542	144541	8931665	10034509	8931664
9971594	135256	8159035	8161006	10949328
10154589	111109	10822136	10036510	7922407
8917980	110425	8069195	9028123	11048938
9229978	111752	9995574	340787	6934973
9651635	281641	8899260	224580	10951514
10209658	44673	9087326	6175066	8036506
9923503	181657	10060568	12008558	10277184
10131935	228411	8144993	8074652	9660544
9822461	134413	10720663	10924853	7209274
8951528	133166	8013854	8936428	10854534
8998525	134623	10053184	10978688	9957240
10116199	139173	10052748	8212291	7163622
9818767	247890	7992152	10783033	9763562
8930403	121075	10029696	9084708	9071821
9018747	133466	8907354	11021089	9937560
10045386	130079	8985825	8922657	9047381
128355	130800	9973376	11088035	8940740
7883457	131646	8035129	7922249	9253460
11075742	140641	9964606	11063498	9763215
8924401	165670	9243422	9902402	9054069
9968987	68954	9801912	8998305	10119276
129103	130899	8076653	9019136	8902797
8915998	142738	9937654	10040457	8971736
8966516	139866	9350586	10074571	9963432
10989369	155539	8485850	8980658	9045577
8200997	48334	10009139	10959458	8906775
137084	112964	9051866	8905296	9986514
8646314	116792	9047156	10037917	10213793
118293	268825	9925862	8968058	7916775
8952628	114846	8001892	12141418	9132246
9956100	106505	10982443	7955367	9769523
9883640	107411	7956932	10007046	9967617
161368	108060	9251601	8828630	8225904
8012890	109445	9805393	7987350	9890186
9851417	110277	8970933	10021705	9810946
10108878	686512	10056267	10005740	8190852
145862	156925	9222173	10068768	9942120
694998	157429	10066380	9166108	8973314
6167570	155862	9711836	9746315	8920305
9846171	105563	9940638	8989982	9100816
9329485	105995	9153028	11047805	9906585
115188	97725	10269733	8964011	8959833
8526520	111684	8773701	8958844	8952780
9942719	113287	9860408	10028739	10130026
7035945	114259	9368691	8977548	9084028
13095941	112129	9633990	9156206	8832442
7050033	111912	8400382	9902214	9097549
117644	341357	9520682	9868073	10899047
8788629	163280	9525579	8037204	6889550
10028599	131138	9495217	10039355	11285059
6935584	133426	9020091	9275662	7842695
12501569	130689	9375361	9691389	10017695
7505635	132969	9617365	10073028	8832107
149214	130305	9022682	8112571	10109916
8791146	83383	9963721	9785180	9022311
9187591	106951	8090587	9102930	7933502
9847337	107016	9887539	9203835	10957717
9026656	107959	10092144	5851692	9009636
9949353	109125	7862537	2091008	9088354
8039334	111667	11023512	9792703	9150928
9936394	113755	9028140	9226508	9804373
9069150	116303	9488618	9771232	8923310
8976980	83513	10481250	8264436	10161430
9512269	136926	9013003	9768360	7973932
9485645	106168	10062362	22993086	9974133
9260228	111154	9935748	4988399	9137047
10032844	108076	10069270	10947802	8711751
9737879	114595	8922564	8006042	10006750
9940830	113919	10212007	10006483	8025645
9954881	111602	9088420	9076547	10032244
9006093	105201	9939778	4997399	9877573
10275538	83001	9745217	1954633	9156577
9747281	137924	11101550	9872198	8173077
9466009	105971	6970891	10080580	9606659
10582642	114020	3074213	9399585	23029539
8985455	109177	4840207	9636362	4950910
9972954	110246	11047372	7894518	9917589
10020456	111047	9073266	10015612	9051866
9018154	125598	8949857	9136182	8990391
10064850	138268	8353611	9951259	10107299
9229740	65634	9811352	7864573	8883189
9192787	126262	9826768	11353221	9268387
10502895	109344	9003959	7732298	9814914
10127157	108073	8919762	10968438	9902308
6806886	111054	9527721	7263661	8135321
9980099	109765	8851219	9833260	10057070
11124714	109585	9644255	9891065	8137658
8302252	110292	9386911	8129108	10762212
9654987	258030	8786745	8896089	9002263
8284047	90271	9810405	12076280	10045953
9705432	55916	11122072	7964114	6928233
9013530	129142	7106015	7896015	10935830
10053180	131063	11842045	12053444	4132676
8914686	131318	7945714	6916102	1778186
9298482	132069	10082394	9039391	12143484
4676378	134410	3998885	9987892	8911588
2970869	134925	3872987	9051647	8007874
10295771	121529	12496761	8969487	12076219
9695760	106844	8530374	9913869	5849869
9480709	107906	8339502	10046364	12081256
9967378	107697	10665561	8991486	8971899
10014870	117107	9252558	9207822	9042937
9620706	178844	9730963	10808956	8975921
9083298	314609	9991193	9443435	8799664
8824819	131246	10070882	9839593	9019057
9048405	195392	8267738	3138318	9170365
10045035	151693	11878939	4561292	9910268
8162936	161037	8807991	10457811	9189147
9822045	154021	9899174	9722184	8771127
8985879	199764	9047782	6829071	9927652
9997234	170467	151965	122420	9002709
8150027	163098	397367	113408	10204707
10881325	134393	4466281	95661	8012563
8918694	133516	12953647	107332	9943341
9051367	138038	6964287	117571	8856878
9017296	141521	10084426	108902	10140058
8936655	62398	8913683	109664	8827853
10089789	105983	10358618	164873	10067142
8867556	156479	8774017	166044	9866963
8074416	180058	8864157	179563	9161633
23280588	165806	9949156	202142	9852866
5716597	140162	11131634	202612	9107284
10002701	296674	7928206	252165	9965381
9973184	171525	10043707	139461	8990679
8971593	95998	8987297	203212	10949607
9011655	130298	7889234	200606	10077326
9944628	123788	10151028	205584	9986164
8028444	133074	9862356	237683	9089383
8955248	131375	8999494	82031	9933018
10001763	141149	8983556	211712	9891896
8956030	251504	10007677	160116	8889103
9042719	217544	9351514	164153	10087298
9333929	204233	9620140	177302	9932912
9729437	173791	10078709	147543	8054740
9967184	189058	9979534	123610	10164407
7956531	298988	10085313	108454	9839933
9181263	172925	9861523	107163	8037535
9866785	231167	9221239	164555	1025684
8946743	244063	9742980	112989	6759991
10005425	74022	11054728	111965	4130508
8210696	129444	8027350	219941	238182
10839083	111183	9968270	80839	865605
7939320	132888	10062395	108697	14774108
536240	132158	8887220	221859	8125569
7499846	132490	10975655	66182	10066176
9923011	122428	9047605	153348	9963933
9382210	156398	9119260	165784	8837913
9104079	163812	10906959	166325	10030950
9614254	131995	8910752	286376	9906521
9931205	149580	11131025	133625	8037105
8053210	133883	8889983	163939	12216124
9278382	116104	10051479	164680	8738359
9676988	112542	8928081	155542	10030045
9017761	147252	11122616	171876	9022447
9938184	64609	7846542	533634	10076563
8149894	108651	11153592	186543	9195507
9989649	107211	8825094	180952	10737966
9313647	142574	9980936	188731	8999102
8897867	111487	10021105	271088	513834
9708187	110630	9202387	364883	715516
8973059	147379	10726458	211270	4111757
9303083	356198	8129217	202597	13631742
10662958	191126	10931115	166803	8030191
7995228	242431	9004760	170122	10976514
10052528	201954	9983427	177482	8013559
9180119	221765	9983220	149471	11945240
10968154	96210	8972248	199418	2046528
6929980	135566	10030832	132012	3982620
9904726	129994	8264705	188235	11050955
8933897	131689	10889953	172697	1804609
11106402	140966	7803898	169936	6088005
8054816	141983	10997234	169612	10902608
8860828	135068	7995478	192595	9129316
9098575	130598	10027518	129629	262026
10066514	197321	9043908	139064	8585897
9857390	156208	8998540	133085	3190794
9124923	158529	9276248	161725	771367
10818406	166543	9070515	148576	1995498
8448450	166133	9570009	171546	13093821
10561753	281195	9067140	292050	8107379
9021927	141338	9932026	213443	10860445
10380163	152502	8239569	214515	9152416
9616670	580317	9966268	193091	9764472
8151579	157862	9258307	143434	8069808
10154844	56089	9634097	115139	11975234
9732051	142185	8893113	162531	7959094
9264363	162203	9056439	279202	11052613
9694975	160048	8960752	242090	8959933
9023890	160430	10060003	209804	10009509
12050745	147597	8977641	160659	9955823
7265200	102461	8982914	159164	8947230
8930821	160889	9268665	171632	10095504
9743417	127057	9701642	167250	9893262
1104818	109114	7022247	10504179	10098536
7084877	116967	12293782	10753687	8925056
9805064	114580	8686583	10940269	11043118
8976948	115267	9015640	9438339	8960706
11025803	96515	9346122	9548054	12895178
8053234	89489	9712803	10114252	5097277
12167042	133833	10026181	9947630	12095986
7858001	130740	7905705	8948069	7822044
9882813	172744	11057441	10055407	8297517
10060914	83797	8314835	10007147	15698142
9908161	136889	22610063	10020740	5046629
9109671	142161	5084173	8921563	11131176
10107576	137220	9898030	10057298	9808795
9836387	169616	9027394	10956698	9114192
10008536	157814	9028742	8094040	10979234
8961099	158902	9156779	9952627	8826826
9020293	153359	9808406	8945376	9018823
10889345	160518	8979483	8926493	9960256
8240609	183949	9071109	10085640	12084548
11905667	306753	9920765	8901121	6912714
7911324	180852	8323851	9070201	11011418
10038753	148501	9799150	10941136	10117751
11012217	151090	9914015	8312466	8941021
7056508	401469	7930708	10690995	9846113
24894117	54280	11229474	9015437	9091222
5236246	133277	7840392	10121442	11053873
9955525	139728	9282235	9893381	8794073
9693073	171413	9740471	8970757	9207716
10071672	135366	9522401	11024692	9889431
8918116	163380	9467082	7939919	8936217
11093353	190566	9399849	10957141	11180569
8255742	131172	8957032	9009939	8839798
10678881	131806	9561280	10083042	10233325
11127390	122178	10095167	8902003	10007443
9006530	112614	8098064	9036535	8723260
9972290	115243	10890876	11009147	9267050
8997599	142521	7984522	8059207	10758700
9896980	90282	10963978	8951221	8945248
11135460	131258	9222094	10008608	10117959
7846634	128857	9743848	8999542	7884144
11127330	131232	10039084	9044245	10974595
7897226	131190	9958740	9945448	8102282
9955403	132717	9964590	9909913	10132966
9114199	135095	10126430	8974064	9813213
8991954	140858	8902252	11090245	7872538
9893700	186477	10005513	7945415	10255194
10012880	129305	9136890	10971766	8872379
10038212	130141	10929330	10123282	8897006
9004855	130945	8892586	6874698	8942266
